,realtime_start,date,value,series_id,description,dtime
3384,2017-12-08,2017-11-01,8.0,U6Rate, Unemployed plus Marginally Attached ,2017-11-01
3054,2017-12-08,2017-11-01,160529.0,CLF16OV, Civilian Labor Force,2017-11-01
3714,2017-12-08,2017-11-01,4801.0,LNS12032194, Part-Time for Econ Reasons,2017-11-01
896,2017-11-09,2017-11-04,239000.0,ICSA, Initial Claims,2017-11-04
1617,2017-11-16,2017-11-04,1860000.0,CCSA, Continued Claims ,2017-11-04
1618,2017-11-22,2017-11-11,1904000.0,CCSA, Continued Claims ,2017-11-11
897,2017-11-16,2017-11-11,249000.0,ICSA, Initial Claims,2017-11-11
898,2017-11-22,2017-11-18,239000.0,ICSA, Initial Claims,2017-11-18
1619,2017-11-30,2017-11-18,1957000.0,CCSA, Continued Claims ,2017-11-18
1620,2017-12-07,2017-11-25,1908000.0,CCSA, Continued Claims ,2017-11-25
899,2017-11-30,2017-11-25,238000.0,ICSA, Initial Claims,2017-11-25
1903,2018-02-06,2017-12-01,5290.0,JTS1000JOL, Job Openings: Total Private,2017-12-01
3385,2018-01-05,2017-12-01,8.1,U6Rate, Unemployed plus Marginally Attached ,2017-12-01
2067,2018-02-06,2017-12-01,5129.0,JTS1000HIL,  Hires: Total Private ,2017-12-01
2560,2018-01-02,2017-12-01,101.289798328741,BSCICP03USM665S, OECD Business Confidence,2017-12-01
2395,2018-01-02,2017-12-01,101.219380156313,CSCICP03USM665S, OECD US Consumer Confidence,2017-12-01
3055,2018-01-05,2017-12-01,160597.0,CLF16OV, Civilian Labor Force,2017-12-01
131,2018-01-05,2017-12-01,125039.0,USPRIV, BLS private,2017-12-01
2725,2018-01-05,2017-12-01,4.1,UNRATE, Unemployment Rate,2017-12-01
3715,2018-01-05,2017-12-01,4915.0,LNS12032194, Part-Time for Econ Reasons,2017-12-01
3550,2018-01-05,2017-12-01,62.7,CIVPART, Civilian Participation Rate,2017-12-01
2231,2018-02-06,2017-12-01,4885.0,JTS1000TSL,  Total Separations: Total Private ,2017-12-01
2890,2018-01-05,2017-12-01,6576.0,UNEMPLOY, Unemployment Level,2017-12-01
296,2018-01-04,2017-12-01,125548.537,NPPTTL, ADP,2017-12-01
3220,2018-01-05,2017-12-01,1515.0,UEMP27OV, Unemployed for 27 Weeks,2017-12-01
900,2017-12-07,2017-12-02,236000.0,ICSA, Initial Claims,2017-12-02
1621,2017-12-14,2017-12-02,1886000.0,CCSA, Continued Claims ,2017-12-02
1622,2017-12-21,2017-12-09,1932000.0,CCSA, Continued Claims ,2017-12-09
901,2017-12-14,2017-12-09,225000.0,ICSA, Initial Claims,2017-12-09
1623,2017-12-28,2017-12-16,1943000.0,CCSA, Continued Claims ,2017-12-16
902,2017-12-21,2017-12-16,245000.0,ICSA, Initial Claims,2017-12-16
903,2017-12-28,2017-12-23,245000.0,ICSA, Initial Claims,2017-12-23
1624,2018-01-04,2017-12-23,1914000.0,CCSA, Continued Claims ,2017-12-23
904,2018-01-04,2017-12-30,250000.0,ICSA, Initial Claims,2017-12-30
1625,2018-01-18,2017-12-30,1876000.0,CCSA, Continued Claims ,2017-12-30
297,2018-01-31,2018-01-01,125794.075,NPPTTL, ADP,2018-01-01
2561,2018-04-05,2018-01-01,101.343425637618,BSCICP03USM665S, OECD Business Confidence,2018-01-01
2891,2018-02-02,2018-01-01,6684.0,UNEMPLOY, Unemployment Level,2018-01-01
3221,2018-02-02,2018-01-01,1421.0,UEMP27OV, Unemployed for 27 Weeks,2018-01-01
132,2018-02-02,2018-01-01,125482.0,USPRIV, BLS private,2018-01-01
3716,2018-02-02,2018-01-01,4989.0,LNS12032194, Part-Time for Econ Reasons,2018-01-01
2068,2018-03-16,2018-01-01,5244.0,JTS1000HIL,  Hires: Total Private ,2018-01-01
2726,2018-02-02,2018-01-01,4.1,UNRATE, Unemployment Rate,2018-01-01
3386,2018-02-02,2018-01-01,8.2,U6Rate, Unemployed plus Marginally Attached ,2018-01-01
2232,2018-03-16,2018-01-01,5079.0,JTS1000TSL,  Total Separations: Total Private ,2018-01-01
2397,2018-04-05,2018-01-01,101.24921728754,CSCICP03USM665S, OECD US Consumer Confidence,2018-01-01
3551,2018-02-02,2018-01-01,62.7,CIVPART, Civilian Participation Rate,2018-01-01
1904,2018-03-16,2018-01-01,5751.0,JTS1000JOL, Job Openings: Total Private,2018-01-01
3056,2018-02-02,2018-01-01,161115.0,CLF16OV, Civilian Labor Force,2018-01-01
1626,2018-01-18,2018-01-06,1952000.0,CCSA, Continued Claims ,2018-01-06
905,2018-01-11,2018-01-06,261000.0,ICSA, Initial Claims,2018-01-06
1627,2018-01-25,2018-01-13,1937000.0,CCSA, Continued Claims ,2018-01-13
906,2018-01-18,2018-01-13,220000.0,ICSA, Initial Claims,2018-01-13
1628,2018-02-01,2018-01-20,1953000.0,CCSA, Continued Claims ,2018-01-20
907,2018-01-25,2018-01-20,233000.0,ICSA, Initial Claims,2018-01-20
908,2018-02-01,2018-01-27,230000.0,ICSA, Initial Claims,2018-01-27
1629,2018-02-08,2018-01-27,1923000.0,CCSA, Continued Claims ,2018-01-27
2727,2018-03-09,2018-02-01,4.1,UNRATE, Unemployment Rate,2018-02-01
3717,2018-03-09,2018-02-01,5160.0,LNS12032194, Part-Time for Econ Reasons,2018-02-01
3222,2018-03-09,2018-02-01,1397.0,UEMP27OV, Unemployed for 27 Weeks,2018-02-01
2233,2018-04-13,2018-02-01,4857.0,JTS1000TSL,  Total Separations: Total Private ,2018-02-01
133,2018-03-09,2018-02-01,125819.0,USPRIV, BLS private,2018-02-01
2069,2018-04-13,2018-02-01,5161.0,JTS1000HIL,  Hires: Total Private ,2018-02-01
3057,2018-03-09,2018-02-01,161921.0,CLF16OV, Civilian Labor Force,2018-02-01
298,2018-03-07,2018-02-01,125710.982,NPPTTL, ADP,2018-02-01
2892,2018-03-09,2018-02-01,6706.0,UNEMPLOY, Unemployment Level,2018-02-01
3552,2018-03-09,2018-02-01,63.0,CIVPART, Civilian Participation Rate,2018-02-01
3387,2018-03-09,2018-02-01,8.2,U6Rate, Unemployed plus Marginally Attached ,2018-02-01
1905,2018-04-13,2018-02-01,5476.0,JTS1000JOL, Job Openings: Total Private,2018-02-01
2396,2018-04-05,2018-02-01,101.401867964355,CSCICP03USM665S, OECD US Consumer Confidence,2018-02-01
2562,2018-04-05,2018-02-01,101.408212121162,BSCICP03USM665S, OECD Business Confidence,2018-02-01
1630,2018-02-15,2018-02-03,1942000.0,CCSA, Continued Claims ,2018-02-03
909,2018-02-08,2018-02-03,221000.0,ICSA, Initial Claims,2018-02-03
910,2018-02-15,2018-02-10,230000.0,ICSA, Initial Claims,2018-02-10
1631,2018-02-22,2018-02-10,1875000.0,CCSA, Continued Claims ,2018-02-10
911,2018-02-22,2018-02-17,222000.0,ICSA, Initial Claims,2018-02-17
1632,2018-03-01,2018-02-17,1931000.0,CCSA, Continued Claims ,2018-02-17
1633,2018-03-08,2018-02-24,1870000.0,CCSA, Continued Claims ,2018-02-24
912,2018-03-01,2018-02-24,210000.0,ICSA, Initial Claims,2018-02-24
3388,2018-04-06,2018-03-01,8.0,U6Rate, Unemployed plus Marginally Attached ,2018-03-01
134,2018-04-06,2018-03-01,125904.0,USPRIV, BLS private,2018-03-01
2070,2018-05-08,2018-03-01,5101.0,JTS1000HIL,  Hires: Total Private ,2018-03-01
2563,2018-04-05,2018-03-01,101.37922674875,BSCICP03USM665S, OECD Business Confidence,2018-03-01
3718,2018-04-06,2018-03-01,5019.0,LNS12032194, Part-Time for Econ Reasons,2018-03-01
2399,2018-05-04,2018-03-01,101.544505067503,CSCICP03USM665S, OECD US Consumer Confidence,2018-03-01
3058,2018-04-06,2018-03-01,161763.0,CLF16OV, Civilian Labor Force,2018-03-01
1906,2018-05-08,2018-03-01,5928.0,JTS1000JOL, Job Openings: Total Private,2018-03-01
2728,2018-04-06,2018-03-01,4.1,UNRATE, Unemployment Rate,2018-03-01
3553,2018-04-06,2018-03-01,62.9,CIVPART, Civilian Participation Rate,2018-03-01
3223,2018-04-06,2018-03-01,1322.0,UEMP27OV, Unemployed for 27 Weeks,2018-03-01
2893,2018-04-06,2018-03-01,6585.0,UNEMPLOY, Unemployment Level,2018-03-01
2234,2018-05-08,2018-03-01,4967.0,JTS1000TSL,  Total Separations: Total Private ,2018-03-01
299,2018-04-04,2018-03-01,125961.08,NPPTTL, ADP,2018-03-01
1634,2018-03-15,2018-03-03,1879000.0,CCSA, Continued Claims ,2018-03-03
913,2018-03-08,2018-03-03,231000.0,ICSA, Initial Claims,2018-03-03
1635,2018-03-29,2018-03-10,1836000.0,CCSA, Continued Claims ,2018-03-10
914,2018-03-15,2018-03-10,226000.0,ICSA, Initial Claims,2018-03-10
916,2018-03-29,2018-03-17,227000.0,ICSA, Initial Claims,2018-03-17
1636,2018-03-29,2018-03-17,1871000.0,CCSA, Continued Claims ,2018-03-17
915,2018-03-29,2018-03-24,215000.0,ICSA, Initial Claims,2018-03-24
1637,2018-04-05,2018-03-24,1808000.0,CCSA, Continued Claims ,2018-03-24
917,2018-04-05,2018-03-31,242000.0,ICSA, Initial Claims,2018-03-31
1638,2018-04-12,2018-03-31,1871000.0,CCSA, Continued Claims ,2018-03-31
3224,2018-05-04,2018-04-01,1293.0,UEMP27OV, Unemployed for 27 Weeks,2018-04-01
2235,2018-06-05,2018-04-01,5054.0,JTS1000TSL,  Total Separations: Total Private ,2018-04-01
2894,2018-05-04,2018-04-01,6346.0,UNEMPLOY, Unemployment Level,2018-04-01
3059,2018-05-04,2018-04-01,161527.0,CLF16OV, Civilian Labor Force,2018-04-01
2564,2018-05-04,2018-04-01,100.976150305086,BSCICP03USM665S, OECD Business Confidence,2018-04-01
3719,2018-05-04,2018-04-01,4985.0,LNS12032194, Part-Time for Econ Reasons,2018-04-01
1907,2018-06-05,2018-04-01,6117.0,JTS1000JOL, Job Openings: Total Private,2018-04-01
300,2018-05-02,2018-04-01,126146.771,NPPTTL, ADP,2018-04-01
3389,2018-05-04,2018-04-01,7.8,U6Rate, Unemployed plus Marginally Attached ,2018-04-01
2398,2018-05-04,2018-04-01,101.544884207495,CSCICP03USM665S, OECD US Consumer Confidence,2018-04-01
135,2018-05-04,2018-04-01,126106.0,USPRIV, BLS private,2018-04-01
2071,2018-06-05,2018-04-01,5225.0,JTS1000HIL,  Hires: Total Private ,2018-04-01
2729,2018-05-04,2018-04-01,3.9,UNRATE, Unemployment Rate,2018-04-01
3554,2018-05-04,2018-04-01,62.8,CIVPART, Civilian Participation Rate,2018-04-01
918,2018-04-12,2018-04-07,233000.0,ICSA, Initial Claims,2018-04-07
1639,2018-04-19,2018-04-07,1863000.0,CCSA, Continued Claims ,2018-04-07
919,2018-04-19,2018-04-14,232000.0,ICSA, Initial Claims,2018-04-14
1640,2018-04-26,2018-04-14,1837000.0,CCSA, Continued Claims ,2018-04-14
920,2018-04-26,2018-04-21,209000.0,ICSA, Initial Claims,2018-04-21
1641,2018-05-03,2018-04-21,1756000.0,CCSA, Continued Claims ,2018-04-21
921,2018-05-03,2018-04-28,211000.0,ICSA, Initial Claims,2018-04-28
1642,2018-05-10,2018-04-28,1790000.0,CCSA, Continued Claims ,2018-04-28
2565,2018-06-06,2018-05-01,101.052813451182,BSCICP03USM665S, OECD Business Confidence,2018-05-01
1908,2018-07-10,2018-05-01,6035.0,JTS1000JOL, Job Openings: Total Private,2018-05-01
3720,2018-06-01,2018-05-01,4948.0,LNS12032194, Part-Time for Econ Reasons,2018-05-01
3390,2018-06-01,2018-05-01,7.6,U6Rate, Unemployed plus Marginally Attached ,2018-05-01
3555,2018-06-01,2018-05-01,62.7,CIVPART, Civilian Participation Rate,2018-05-01
301,2018-05-30,2018-05-01,126254.416,NPPTTL, ADP,2018-05-01
2400,2018-06-06,2018-05-01,101.38197110446,CSCICP03USM665S, OECD US Consumer Confidence,2018-05-01
2730,2018-06-01,2018-05-01,3.8,UNRATE, Unemployment Rate,2018-05-01
3060,2018-06-01,2018-05-01,161539.0,CLF16OV, Civilian Labor Force,2018-05-01
136,2018-06-01,2018-05-01,126336.0,USPRIV, BLS private,2018-05-01
2072,2018-07-10,2018-05-01,5413.0,JTS1000HIL,  Hires: Total Private ,2018-05-01
2895,2018-06-01,2018-05-01,6065.0,UNEMPLOY, Unemployment Level,2018-05-01
3225,2018-06-01,2018-05-01,1189.0,UEMP27OV, Unemployed for 27 Weeks,2018-05-01
2236,2018-07-10,2018-05-01,5147.0,JTS1000TSL,  Total Separations: Total Private ,2018-05-01
1643,2018-05-17,2018-05-05,1707000.0,CCSA, Continued Claims ,2018-05-05
922,2018-05-10,2018-05-05,211000.0,ICSA, Initial Claims,2018-05-05
923,2018-05-17,2018-05-12,222000.0,ICSA, Initial Claims,2018-05-12
1644,2018-05-24,2018-05-12,1741000.0,CCSA, Continued Claims ,2018-05-12
1645,2018-05-31,2018-05-19,1726000.0,CCSA, Continued Claims ,2018-05-19
924,2018-05-24,2018-05-19,234000.0,ICSA, Initial Claims,2018-05-19
1646,2018-06-07,2018-05-26,1741000.0,CCSA, Continued Claims ,2018-05-26
925,2018-05-31,2018-05-26,221000.0,ICSA, Initial Claims,2018-05-26
2731,2018-07-06,2018-06-01,4.0,UNRATE, Unemployment Rate,2018-06-01
3721,2018-07-06,2018-06-01,4743.0,LNS12032194, Part-Time for Econ Reasons,2018-06-01
3556,2018-07-06,2018-06-01,62.9,CIVPART, Civilian Participation Rate,2018-06-01
302,2018-07-05,2018-06-01,126449.658,NPPTTL, ADP,2018-06-01
2073,2018-08-07,2018-06-01,5303.0,JTS1000HIL,  Hires: Total Private ,2018-06-01
3061,2018-07-06,2018-06-01,162140.0,CLF16OV, Civilian Labor Force,2018-06-01
2401,2018-07-03,2018-06-01,101.337553322298,CSCICP03USM665S, OECD US Consumer Confidence,2018-06-01
1909,2018-08-07,2018-06-01,6053.0,JTS1000JOL, Job Openings: Total Private,2018-06-01
2566,2018-07-03,2018-06-01,101.361161283395,BSCICP03USM665S, OECD Business Confidence,2018-06-01
2896,2018-07-06,2018-06-01,6564.0,UNEMPLOY, Unemployment Level,2018-06-01
3391,2018-07-06,2018-06-01,7.8,U6Rate, Unemployed plus Marginally Attached ,2018-06-01
137,2018-07-06,2018-06-01,126571.0,USPRIV, BLS private,2018-06-01
3226,2018-07-06,2018-06-01,1478.0,UEMP27OV, Unemployed for 27 Weeks,2018-06-01
2237,2018-08-07,2018-06-01,5162.0,JTS1000TSL,  Total Separations: Total Private ,2018-06-01
1647,2018-06-14,2018-06-02,1697000.0,CCSA, Continued Claims ,2018-06-02
926,2018-06-07,2018-06-02,222000.0,ICSA, Initial Claims,2018-06-02
1648,2018-06-21,2018-06-09,1723000.0,CCSA, Continued Claims ,2018-06-09
927,2018-06-14,2018-06-09,218000.0,ICSA, Initial Claims,2018-06-09
928,2018-06-21,2018-06-16,218000.0,ICSA, Initial Claims,2018-06-16
1649,2018-06-28,2018-06-16,1705000.0,CCSA, Continued Claims ,2018-06-16
1650,2018-07-05,2018-06-23,1739000.0,CCSA, Continued Claims ,2018-06-23
929,2018-06-28,2018-06-23,227000.0,ICSA, Initial Claims,2018-06-23
930,2018-07-05,2018-06-30,231000.0,ICSA, Initial Claims,2018-06-30
1651,2018-07-12,2018-06-30,1739000.0,CCSA, Continued Claims ,2018-06-30
2074,2018-09-11,2018-07-01,5339.0,JTS1000HIL,  Hires: Total Private ,2018-07-01
3392,2018-08-03,2018-07-01,7.5,U6Rate, Unemployed plus Marginally Attached ,2018-07-01
138,2018-08-03,2018-07-01,126794.0,USPRIV, BLS private,2018-07-01
2897,2018-08-03,2018-07-01,6280.0,UNEMPLOY, Unemployment Level,2018-07-01
1910,2018-09-11,2018-07-01,6316.0,JTS1000JOL, Job Openings: Total Private,2018-07-01
2567,2018-08-02,2018-07-01,101.14422079986,BSCICP03USM665S, OECD Business Confidence,2018-07-01
3062,2018-08-03,2018-07-01,162245.0,CLF16OV, Civilian Labor Force,2018-07-01
2238,2018-09-11,2018-07-01,5187.0,JTS1000TSL,  Total Separations: Total Private ,2018-07-01
3722,2018-08-03,2018-07-01,4567.0,LNS12032194, Part-Time for Econ Reasons,2018-07-01
2402,2018-08-02,2018-07-01,101.307343894107,CSCICP03USM665S, OECD US Consumer Confidence,2018-07-01
303,2018-08-01,2018-07-01,126679.56,NPPTTL, ADP,2018-07-01
2732,2018-08-03,2018-07-01,3.9,UNRATE, Unemployment Rate,2018-07-01
3557,2018-08-03,2018-07-01,62.9,CIVPART, Civilian Participation Rate,2018-07-01
3227,2018-08-03,2018-07-01,1435.0,UEMP27OV, Unemployed for 27 Weeks,2018-07-01
1652,2018-07-19,2018-07-07,1751000.0,CCSA, Continued Claims ,2018-07-07
931,2018-07-12,2018-07-07,214000.0,ICSA, Initial Claims,2018-07-07
932,2018-07-19,2018-07-14,207000.0,ICSA, Initial Claims,2018-07-14
1653,2018-07-26,2018-07-14,1745000.0,CCSA, Continued Claims ,2018-07-14
1654,2018-08-02,2018-07-21,1724000.0,CCSA, Continued Claims ,2018-07-21
933,2018-07-26,2018-07-21,217000.0,ICSA, Initial Claims,2018-07-21
934,2018-08-02,2018-07-28,218000.0,ICSA, Initial Claims,2018-07-28
1655,2018-08-09,2018-07-28,1755000.0,CCSA, Continued Claims ,2018-07-28
3723,2018-09-07,2018-08-01,4379.0,LNS12032194, Part-Time for Econ Reasons,2018-08-01
3228,2018-09-07,2018-08-01,1332.0,UEMP27OV, Unemployed for 27 Weeks,2018-08-01
139,2018-09-07,2018-08-01,126939.0,USPRIV, BLS private,2018-08-01
2403,2018-09-13,2018-08-01,101.066026906945,CSCICP03USM665S, OECD US Consumer Confidence,2018-08-01
2898,2018-09-07,2018-08-01,6234.0,UNEMPLOY, Unemployment Level,2018-08-01
2568,2018-09-13,2018-08-01,101.547765421818,BSCICP03USM665S, OECD Business Confidence,2018-08-01
304,2018-09-06,2018-08-01,126838.205,NPPTTL, ADP,2018-08-01
2239,2018-10-16,2018-08-01,5344.0,JTS1000TSL,  Total Separations: Total Private ,2018-08-01
2733,2018-09-07,2018-08-01,3.9,UNRATE, Unemployment Rate,2018-08-01
2075,2018-10-16,2018-08-01,5440.0,JTS1000HIL,  Hires: Total Private ,2018-08-01
3558,2018-09-07,2018-08-01,62.7,CIVPART, Civilian Participation Rate,2018-08-01
3393,2018-09-07,2018-08-01,7.4,U6Rate, Unemployed plus Marginally Attached ,2018-08-01
1911,2018-10-16,2018-08-01,6464.0,JTS1000JOL, Job Openings: Total Private,2018-08-01
3063,2018-09-07,2018-08-01,161776.0,CLF16OV, Civilian Labor Force,2018-08-01
1656,2018-08-16,2018-08-04,1721000.0,CCSA, Continued Claims ,2018-08-04
935,2018-08-09,2018-08-04,213000.0,ICSA, Initial Claims,2018-08-04
936,2018-08-16,2018-08-11,212000.0,ICSA, Initial Claims,2018-08-11
1657,2018-08-23,2018-08-11,1727000.0,CCSA, Continued Claims ,2018-08-11
1658,2018-08-30,2018-08-18,1708000.0,CCSA, Continued Claims ,2018-08-18
937,2018-08-23,2018-08-18,210000.0,ICSA, Initial Claims,2018-08-18
938,2018-08-30,2018-08-25,213000.0,ICSA, Initial Claims,2018-08-25
1659,2018-09-06,2018-08-25,1707000.0,CCSA, Continued Claims ,2018-08-25
939,2018-09-06,2018-09-01,203000.0,ICSA, Initial Claims,2018-09-01
3229,2018-10-05,2018-09-01,1384.0,UEMP27OV, Unemployed for 27 Weeks,2018-09-01
1660,2018-09-13,2018-09-01,1696000.0,CCSA, Continued Claims ,2018-09-01
3394,2018-10-05,2018-09-01,7.5,U6Rate, Unemployed plus Marginally Attached ,2018-09-01
1912,2018-11-06,2018-09-01,6407.0,JTS1000JOL, Job Openings: Total Private,2018-09-01
2240,2018-11-06,2018-09-01,5338.0,JTS1000TSL,  Total Separations: Total Private ,2018-09-01
3064,2018-10-05,2018-09-01,161926.0,CLF16OV, Civilian Labor Force,2018-09-01
305,2018-10-03,2018-09-01,127067.198,NPPTTL, ADP,2018-09-01
2734,2018-10-05,2018-09-01,3.7,UNRATE, Unemployment Rate,2018-09-01
2076,2018-11-06,2018-09-01,5393.0,JTS1000HIL,  Hires: Total Private ,2018-09-01
2569,2018-10-09,2018-09-01,101.468158127557,BSCICP03USM665S, OECD Business Confidence,2018-09-01
3559,2018-10-05,2018-09-01,62.7,CIVPART, Civilian Participation Rate,2018-09-01
140,2018-10-05,2018-09-01,127094.0,USPRIV, BLS private,2018-09-01
2404,2018-10-09,2018-09-01,101.503744491077,CSCICP03USM665S, OECD US Consumer Confidence,2018-09-01
2899,2018-10-05,2018-09-01,5964.0,UNEMPLOY, Unemployment Level,2018-09-01
3724,2018-10-05,2018-09-01,4642.0,LNS12032194, Part-Time for Econ Reasons,2018-09-01
940,2018-09-13,2018-09-08,204000.0,ICSA, Initial Claims,2018-09-08
1661,2018-09-20,2018-09-08,1645000.0,CCSA, Continued Claims ,2018-09-08
941,2018-09-20,2018-09-15,201000.0,ICSA, Initial Claims,2018-09-15
1662,2018-09-27,2018-09-15,1661000.0,CCSA, Continued Claims ,2018-09-15
1663,2018-10-04,2018-09-22,1650000.0,CCSA, Continued Claims ,2018-09-22
942,2018-09-27,2018-09-22,214000.0,ICSA, Initial Claims,2018-09-22
1664,2018-10-11,2018-09-29,1660000.0,CCSA, Continued Claims ,2018-09-29
943,2018-10-04,2018-09-29,207000.0,ICSA, Initial Claims,2018-09-29
2241,2018-12-10,2018-10-01,5210.0,JTS1000TSL,  Total Separations: Total Private ,2018-10-01
3065,2018-11-02,2018-10-01,162637.0,CLF16OV, Civilian Labor Force,2018-10-01
3230,2018-11-02,2018-10-01,1373.0,UEMP27OV, Unemployed for 27 Weeks,2018-10-01
2405,2018-11-13,2018-10-01,101.430142235554,CSCICP03USM665S, OECD US Consumer Confidence,2018-10-01
3560,2018-11-02,2018-10-01,62.9,CIVPART, Civilian Participation Rate,2018-10-01
3395,2018-11-02,2018-10-01,7.4,U6Rate, Unemployed plus Marginally Attached ,2018-10-01
1913,2018-12-10,2018-10-01,6489.0,JTS1000JOL, Job Openings: Total Private,2018-10-01
141,2018-11-02,2018-10-01,127353.0,USPRIV, BLS private,2018-10-01
2900,2018-11-02,2018-10-01,6075.0,UNEMPLOY, Unemployment Level,2018-10-01
2570,2018-11-13,2018-10-01,101.064816389244,BSCICP03USM665S, OECD Business Confidence,2018-10-01
2735,2018-11-02,2018-10-01,3.7,UNRATE, Unemployment Rate,2018-10-01
2077,2018-12-10,2018-10-01,5537.0,JTS1000HIL,  Hires: Total Private ,2018-10-01
306,2018-10-31,2018-10-01,127276.192,NPPTTL, ADP,2018-10-01
3725,2018-11-02,2018-10-01,4621.0,LNS12032194, Part-Time for Econ Reasons,2018-10-01
944,2018-10-11,2018-10-06,214000.0,ICSA, Initial Claims,2018-10-06
1665,2018-10-18,2018-10-06,1640000.0,CCSA, Continued Claims ,2018-10-06
945,2018-10-18,2018-10-13,210000.0,ICSA, Initial Claims,2018-10-13
1666,2018-10-25,2018-10-13,1636000.0,CCSA, Continued Claims ,2018-10-13
946,2018-10-25,2018-10-20,215000.0,ICSA, Initial Claims,2018-10-20
1667,2018-11-01,2018-10-20,1631000.0,CCSA, Continued Claims ,2018-10-20
947,2018-11-01,2018-10-27,214000.0,ICSA, Initial Claims,2018-10-27
1668,2018-11-08,2018-10-27,1623000.0,CCSA, Continued Claims ,2018-10-27
1914,2019-01-08,2018-11-01,6266.0,JTS1000JOL, Job Openings: Total Private,2018-11-01
2406,2018-12-17,2018-11-01,101.307106412304,CSCICP03USM665S, OECD US Consumer Confidence,2018-11-01
2901,2018-12-07,2018-11-01,5975.0,UNEMPLOY, Unemployment Level,2018-11-01
142,2018-12-07,2018-11-01,127515.0,USPRIV, BLS private,2018-11-01
3231,2018-12-07,2018-11-01,1253.0,UEMP27OV, Unemployed for 27 Weeks,2018-11-01
2078,2019-01-08,2018-11-01,5342.0,JTS1000HIL,  Hires: Total Private ,2018-11-01
3396,2018-12-07,2018-11-01,7.6,U6Rate, Unemployed plus Marginally Attached ,2018-11-01
2571,2018-12-17,2018-11-01,101.165342658625,BSCICP03USM665S, OECD Business Confidence,2018-11-01
3066,2018-12-07,2018-11-01,162770.0,CLF16OV, Civilian Labor Force,2018-11-01
2242,2019-01-08,2018-11-01,5141.0,JTS1000TSL,  Total Separations: Total Private ,2018-11-01
2736,2018-12-07,2018-11-01,3.7,UNRATE, Unemployment Rate,2018-11-01
3561,2018-12-07,2018-11-01,62.9,CIVPART, Civilian Participation Rate,2018-11-01
3726,2018-12-07,2018-11-01,4802.0,LNS12032194, Part-Time for Econ Reasons,2018-11-01
307,2018-12-06,2018-11-01,127444.176,NPPTTL, ADP,2018-11-01
948,2018-11-08,2018-11-03,214000.0,ICSA, Initial Claims,2018-11-03
1669,2018-11-15,2018-11-03,1676000.0,CCSA, Continued Claims ,2018-11-03
949,2018-11-15,2018-11-10,216000.0,ICSA, Initial Claims,2018-11-10
1670,2018-11-21,2018-11-10,1668000.0,CCSA, Continued Claims ,2018-11-10
1671,2018-11-29,2018-11-17,1710000.0,CCSA, Continued Claims ,2018-11-17
950,2018-11-21,2018-11-17,224000.0,ICSA, Initial Claims,2018-11-17
951,2018-11-29,2018-11-24,234000.0,ICSA, Initial Claims,2018-11-24
1672,2018-12-06,2018-11-24,1631000.0,CCSA, Continued Claims ,2018-11-24
2572,2019-01-15,2018-12-01,100.400671071723,BSCICP03USM665S, OECD Business Confidence,2018-12-01
3562,2019-01-04,2018-12-01,63.1,CIVPART, Civilian Participation Rate,2018-12-01
2079,2019-02-12,2018-12-01,5555.0,JTS1000HIL,  Hires: Total Private ,2018-12-01
952,2018-12-06,2018-12-01,231000.0,ICSA, Initial Claims,2018-12-01
2737,2019-01-04,2018-12-01,3.9,UNRATE, Unemployment Rate,2018-12-01
3067,2019-01-04,2018-12-01,163240.0,CLF16OV, Civilian Labor Force,2018-12-01
1915,2019-02-12,2018-12-01,6707.0,JTS1000JOL, Job Openings: Total Private,2018-12-01
2902,2019-01-04,2018-12-01,6294.0,UNEMPLOY, Unemployment Level,2018-12-01
143,2019-01-04,2018-12-01,127858.0,USPRIV, BLS private,2018-12-01
308,2019-01-03,2018-12-01,127707.179,NPPTTL, ADP,2018-12-01
3727,2019-01-04,2018-12-01,4657.0,LNS12032194, Part-Time for Econ Reasons,2018-12-01
2407,2019-01-15,2018-12-01,101.323897275357,CSCICP03USM665S, OECD US Consumer Confidence,2018-12-01
2243,2019-02-12,2018-12-01,5204.0,JTS1000TSL,  Total Separations: Total Private ,2018-12-01
3397,2019-01-04,2018-12-01,7.6,U6Rate, Unemployed plus Marginally Attached ,2018-12-01
3232,2019-01-04,2018-12-01,1306.0,UEMP27OV, Unemployed for 27 Weeks,2018-12-01
1673,2018-12-13,2018-12-01,1661000.0,CCSA, Continued Claims ,2018-12-01
953,2018-12-13,2018-12-08,206000.0,ICSA, Initial Claims,2018-12-08
1674,2018-12-20,2018-12-08,1688000.0,CCSA, Continued Claims ,2018-12-08
954,2018-12-20,2018-12-15,214000.0,ICSA, Initial Claims,2018-12-15
1675,2018-12-27,2018-12-15,1701000.0,CCSA, Continued Claims ,2018-12-15
955,2018-12-27,2018-12-22,216000.0,ICSA, Initial Claims,2018-12-22
1676,2019-01-03,2018-12-22,1740000.0,CCSA, Continued Claims ,2018-12-22
956,2019-01-03,2018-12-29,231000.0,ICSA, Initial Claims,2018-12-29
1677,2019-01-10,2018-12-29,1722000.0,CCSA, Continued Claims ,2018-12-29
2080,2019-03-15,2019-01-01,5430.0,JTS1000HIL,  Hires: Total Private ,2019-01-01
2903,2019-02-01,2019-01-01,6535.0,UNEMPLOY, Unemployment Level,2019-01-01
